customer_id,customer_name,customer_gender,customer_age,number_complaints,distinct_stores_visited,lifetime_spend_groceries,lifetime_spend_electronics,typical_hour,lifetime_spend_vegetables,lifetime_spend_nonalcohol_drinks,lifetime_spend_alcohol_drinks,lifetime_spend_meat,lifetime_spend_fish,lifetime_spend_hygiene,lifetime_spend_videogames,lifetime_spend_petfood,lifetime_total_distinct_products,percentage_of_products_bought_promotion,customer_tenure,customer_loyalty,latitude,longitude,total_spend,percentage_lifetime_spend_groceries,percentage_lifetime_spend_electronics,percentage_lifetime_spend_vegetables,percentage_lifetime_spend_nonalcohol_drinks,percentage_lifetime_spend_alcohol_drinks,percentage_lifetime_spend_meat,percentage_lifetime_spend_fish,percentage_lifetime_spend_hygiene,percentage_lifetime_spend_videogames,percentage_lifetime_spend_petfood,customer_education,dietary_preferences,nr_childs
6457,John`s Fishy,True,59,0.0,,15160.0,147.0,17.0,290.0,422.0,60.0,39.0,44790.0,46.0,0.0,0.0,30.0,0.7082605411244107,17.0,1,38.96232956965439,-9.417249768293225,60954.0,0.24871210278044054,0.0024116542947707625,0.004757685343425314,0.006923252465260284,0.0009843486917431683,0.0006398266496330594,0.7348162983862752,0.000754667330336429,0.0,0.0,0,Fish and Meat,0.0
6559,Cyrus`s Fishy,True,30,1.0,1.0,14687.0,31.0,6.0,554.0,475.0,1.0,216.0,29430.0,71.0,0.0,0.0,21.0,0.5934104879515402,7.0,1,39.35649370957002,-9.381325823385536,45465.0,0.32303962981642365,0.0006818430260985315,0.012185194724470532,0.010447594754735565,2.1994936325759083e-05,0.004750906246363962,0.6473109760670898,0.001561640479128895,0.0,0.0,0,Fish and Meat,0.0
6576,Patrick`s Fishy,True,67,0.0,1.0,13370.0,186.0,9.0,287.0,485.0,122.0,46.0,47474.0,95.0,0.0,0.0,7.0,0.6122848316620898,13.0,1,39.35694745177596,-9.380345703379838,62065.0,0.21541928374779928,0.002996857649745001,0.004624183577832341,0.007814386882399599,0.0019656808240262912,0.0007411583434853229,0.7649076347526569,0.0015306531006762103,0.0,0.0,0,Fish and Meat,0.0
6597,John`s Fishy,True,49,1.0,1.0,18125.0,173.0,8.0,206.0,274.0,116.0,120.0,46985.0,62.0,0.0,0.0,23.0,0.4541611235303353,11.0,1,39.35602342005024,-9.380952533529792,66061.0,0.2743675883853426,0.002618791326381477,0.0031183295562692732,0.004147681060280489,0.0017559525656661926,0.0018165026541374406,0.7112364767053971,0.0009385263713043443,0.0,0.0,0,Fish and Meat,0.0
6692,Darren`s Fishy,True,67,1.0,1.0,12281.0,288.0,6.0,549.0,310.0,46.0,120.0,38414.0,155.0,0.0,0.0,29.0,0.593592354311151,6.0,1,38.96416401471517,-9.417934622914032,52163.0,0.2354350333694317,0.005521153783111825,0.010524699399056918,0.005942908585988423,0.00088185095146925,0.0023004807429632605,0.7364222271682558,0.0029714542929942115,0.0,0.0,0,Fish and Meat,0.0
6856,Helena`s Fishy,False,48,0.0,1.0,11503.0,76.0,8.0,,194.0,32.0,124.0,33747.0,72.0,0.0,0.0,11.0,0.6769626209786587,12.0,1,39.35572725798843,-9.38107915948511,45748.0,0.25144263105652026,0.0016612744466917796,,0.004240621613923753,0.0006994839775544334,0.00271050041302343,0.7376714309540459,0.0015738389494974754,0.0,0.0,0,Fish and Meat,0.0
7208,Ellen`s Fishy,False,72,0.0,1.0,14158.0,378.0,6.0,71.0,257.0,12.0,111.0,36287.0,160.0,0.0,0.0,18.0,0.2095972993989858,16.0,1,38.96367208804813,-9.417815117107477,51434.0,0.27526533513525386,0.007349222819686817,0.001380409577242762,0.0049966938218505615,0.00023330866094243866,0.0021581051137175575,0.7055059483015227,0.0031107821458991824,0.0,0.0,0,Fish and Meat,0.0
7237,Kenneth`s Fishy,True,39,0.0,1.0,14818.0,294.0,8.0,817.0,111.0,127.0,104.0,43463.0,51.0,0.0,0.0,19.0,0.2867073420079258,11.0,1,38.963256837913896,-9.416755914108494,59785.0,0.24785477162251876,0.004917620654408187,0.013665632906977853,0.0018566526960520705,0.002124278309897414,0.0017395664899947328,0.7269882534100103,0.0008530566441320324,0.0,0.0,0,Fish and Meat,0.0
7348,Kimberly`s Fishy,False,41,0.0,1.0,10669.0,6.0,8.0,944.0,305.0,116.0,61.0,36700.0,149.0,0.0,0.0,6.0,0.6451125539035006,15.0,1,38.963229348045424,-9.417626248350569,48950.0,0.21795705455422787,0.00012257403011766492,0.019284980738512616,0.0062308465309813005,0.0023697645822748554,0.00124616930619626,0.7497444842197172,0.0030439217479220127,0.0,0.0,0,Fish and Meat,0.0
7898,David`s Fishy,True,58,1.0,1.0,14413.0,258.0,7.0,298.0,324.0,113.0,132.0,42468.0,113.0,0.0,0.0,5.0,0.5844742352752682,16.0,1,39.35642216525664,-9.381399534038168,58119.0,0.24799114781893222,0.004439167150300736,0.00512741011933961,0.005574768049214878,0.0019442863875348186,0.0022712017978282835,0.7307075602285723,0.0019442863875348186,0.0,0.0,0,Fish and Meat,0.0
8107,Sherri`s Fishy,False,75,1.0,1.0,14840.0,167.0,17.0,353.0,401.0,66.0,66.0,38475.0,34.0,0.0,0.0,31.0,0.0375980179315119,15.0,1,39.35666208239951,-9.381433914668923,54402.0,0.2727840386779827,0.003069739518815573,0.006488730839173037,0.007371051179910448,0.001213190468513939,0.001213190468513939,0.7072348981223304,0.0006249769080223322,0.0,0.0,0,Fish and Meat,0.0
8293,Hui`s Fishy,False,30,1.0,1.0,12650.0,194.0,6.0,479.0,281.0,157.0,144.0,35439.0,188.0,0.0,0.0,16.0,0.4068516173312109,9.0,1,38.96397381249497,-9.417574225374286,49532.0,0.25539040309488753,0.0039166591462773265,0.00967051407766412,0.005673099072700663,0.0031696674534306196,0.0029072109127006958,0.7154767189944442,0.0037955253582481305,0.0,0.0,0,Fish and Meat,0.0
8298,Leland`s Fishy,True,48,0.0,1.0,14501.0,270.0,8.0,131.0,137.0,67.0,81.0,42217.0,154.0,0.0,0.0,21.0,0.7532229582825222,7.0,1,38.96292267504326,-9.4177921387674,57558.0,0.25193713264235507,0.00469091964784745,0.0022759647180296888,0.002380207376870743,0.0011640430237251078,0.001407275894354235,0.7334687213821326,0.0026755615769203972,0.0,0.0,0,Fish and Meat,0.0
8527,Trudy`s Fishy,False,52,1.0,1.0,14037.0,324.0,7.0,366.0,302.0,108.0,54.0,42141.0,36.0,0.0,0.0,25.0,0.2168506676912396,12.0,1,39.356658854841264,-9.381093565535611,57368.0,0.24468340456641252,0.00564774688890202,0.0063798622263522824,0.00526425790261855,0.0018825822963006735,0.0009412911481503367,0.7345731532259878,0.0006275274321002244,0.0,0.0,0,Fish and Meat,0.0
8642,Kenny`s Fishy,True,34,0.0,1.0,11751.0,197.0,7.0,1007.0,172.0,61.0,114.0,37088.0,67.0,0.0,0.0,9.0,0.3802208146546871,16.0,1,39.35674957750394,-9.381000755300931,50457.0,0.23289132669573562,0.003904313791086709,0.019957583693524447,0.003408842497801594,0.0012089499556156816,0.002259349097380126,0.7350415730143344,0.0013278630660041092,0.0,0.0,0,Fish and Meat,0.0
8979,Rosa`s Fishy,False,51,0.0,1.0,17606.0,28.0,6.0,349.0,359.0,132.0,229.0,36368.0,106.0,0.0,0.0,16.0,0.3743172106910287,10.0,1,39.35647317021053,-9.38180336870318,55177.0,0.3190821684611036,0.0005074577255998467,0.0063250980797980895,0.0065063329817980345,0.0023923007063992776,0.0041502792557987465,0.6591150915934009,0.0019210899611994197,0.0,0.0,0,Fish and Meat,0.0
9503,Maxine`s Fishy,False,72,0.0,1.0,13642.0,254.0,9.0,146.0,334.0,36.0,23.0,34848.0,140.0,0.0,0.0,29.0,0.4353804691795699,12.0,1,39.35736373970665,-9.380652355558745,49423.0,0.2760252764855884,0.005139306569955978,0.0029540896032030422,0.006757985804587782,0.0007284056555843118,0.00046537027995664364,0.7050966746056139,0.002832688660605657,0.0,0.0,0,Fish and Meat,1.0
9961,Angel`s Fishy,True,37,1.0,1.0,13879.0,112.0,8.0,522.0,318.0,63.0,75.0,38327.0,116.0,0.0,0.0,16.0,0.4865166975878238,16.0,1,39.35647888843121,-9.380437398346096,53412.0,0.25984792558827124,0.002096906669492498,0.00977308287031325,0.005953717150880485,0.00117951000158953,0.0014041785733208691,0.7175726957289194,0.0021717961934029444,0.0,0.0,0,Fish and Meat,0.0
9962,Linda`s Fishy,False,40,1.0,1.0,17040.0,90.0,7.0,989.0,289.0,186.0,92.0,40463.0,49.0,0.0,0.0,9.0,0.3457711749217488,10.0,1,39.35735696214641,-9.381656201649518,59198.0,0.2878475137931157,0.0015203213756678645,0.016706642672616866,0.004881920861866809,0.0031419975097135865,0.0015541062951271503,0.6835195980405422,0.000827730526752504,0.0,0.0,0,Fish and Meat,0.0
10023,Michele`s Fishy,False,69,1.0,1.0,12920.0,1.0,17.0,502.0,210.0,132.0,28.0,36608.0,106.0,0.0,0.0,13.0,0.6028685482126575,11.0,1,39.35721540489786,-9.38067545583573,50507.0,0.255806075235893,1.979923182940348e-05,0.009939214378360548,0.004157838684174731,0.0026134986014812595,0.0005543784912232975,0.7248102788108026,0.002098718573916769,0.0,0.0,0,Fish and Meat,0.0
10094,Alisha`s Fishy,False,78,0.0,1.0,15616.0,184.0,6.0,301.0,277.0,144.0,77.0,40769.0,104.0,0.0,0.0,15.0,0.2674372191061104,17.0,1,38.96335952348778,-9.41768856644137,57472.0,0.2717148747712147,0.0032015584629805013,0.005237332050853972,0.004819737468726081,0.002505567492767349,0.0013397826176603184,0.7093713966155003,0.0018095765225541963,0.0,0.0,0,Fish and Meat,0.0
10233,Elizabeth`s Fishy,False,39,1.0,1.0,12494.0,132.0,8.0,323.0,467.0,85.0,32.0,46086.0,150.0,0.0,0.0,20.0,0.1900508630507471,15.0,1,38.96348789555616,-9.417434200009994,59769.0,0.20903809516001687,0.00220850236602547,0.005404138365350204,0.007813413673741627,0.0014221416750921589,0.0005353945129758715,0.7710684851564381,0.002509661779574398,0.0,0.0,0,Fish and Meat,0.0
10428,John`s Fishy,True,65,,1.0,11911.0,38.0,8.0,374.0,259.0,96.0,81.0,34165.0,84.0,0.0,0.0,32.0,0.4250103090438671,13.0,1,39.35724144053016,-9.381419787372351,47008.0,0.25338234909327156,0.00080837287092136,0.007956090887489175,0.00550969930443769,0.0020422051475908042,0.001723110593279741,0.7267910298691648,0.0017869295041419537,0.0,0.0,0,Fish and Meat,0.0
10499,Lorenzo`s Fishy,True,57,1.0,1.0,17052.0,282.0,8.0,250.0,243.0,79.0,101.0,43601.0,126.0,0.0,0.0,11.0,0.1933708885680606,16.0,1,38.96395601423844,-9.41778224947728,61734.0,0.2762172747242565,0.004567984486995094,0.004049631637406998,0.003936241951559602,0.0012796835974206115,0.0016360511815124272,0.7062719560903301,0.002041014345253127,0.0,0.0,0,Fish and Meat,0.0
10518,Janet`s Fishy,False,64,0.0,1.0,16507.0,11.0,17.0,29.0,123.0,140.0,68.0,41629.0,22.0,0.0,0.0,19.0,0.4103962935533467,19.0,1,38.96297639370951,-9.416716854475832,58529.0,0.28203108168069135,0.00018794098857985125,0.0004954807880741533,0.002101521963211064,0.002391976218289016,0.0011618170203118077,0.7112541285082389,0.0003758819771597025,0.0,0.0,0,Fish and Meat,0.0
10647,Diane`s Fishy,False,23,0.0,1.0,12539.0,83.0,17.0,74.0,413.0,166.0,63.0,37792.0,162.0,0.0,0.0,29.0,0.7765787281000185,0.0,1,38.962619111413815,-9.416973671014228,51292.0,0.24446302650256832,0.0016181857564170326,0.0014427198310224146,0.008051936354219693,0.003236371512834065,0.0012282614777623258,0.7368009169459336,0.0031583866571031237,0.0,0.0,0,Fish and Meat,0.0
11050,Virgie`s Fishy,False,34,1.0,1.0,14723.0,98.0,10.0,156.0,469.0,170.0,37.0,39362.0,195.0,0.0,0.0,11.0,0.1210009308615366,11.0,1,39.355957458165065,-9.380680219965608,55210.0,0.26667265591873646,0.0017750404319796355,0.002825574565192073,0.008494836353045399,0.003079151769760592,0.0006701683263596583,0.7129504233018613,0.003531968206490091,0.0,0.0,0,Fish and Meat,0.0
11748,Natalie`s Fishy,False,47,1.0,1.0,12919.0,21.0,8.0,621.0,183.0,69.0,12.0,48875.0,84.0,0.0,0.0,23.0,0.5604672645968922,17.0,1,39.35622797877021,-9.38172147958341,62784.0,0.20576895295474118,0.00033448006904942835,0.009891053470461666,0.0029147548874307325,0.0010990059411624075,0.00019113146802824478,0.7784625416567053,0.0013379202761977134,0.0,0.0,0,Fish and Meat,
11809,Lisa`s Fishy,False,49,0.0,1.0,12955.0,424.0,8.0,874.0,162.0,119.0,12.0,42269.0,134.0,0.0,0.0,36.0,0.487311412754829,10.0,1,38.9625942313355,-9.416839132546029,56949.0,0.2274842003399181,0.007445256730538423,0.015347062222855147,0.00284464997723402,0.0020895885635237557,0.00021071481312844595,0.7422253696771901,0.002352982079934313,0.0,0.0,0,Fish and Meat,0.0
11905,Linda`s Fishy,False,52,1.0,1.0,17371.0,18.0,7.0,19.0,187.0,61.0,77.0,43153.0,141.0,0.0,0.0,30.0,0.5189518272771624,13.0,1,39.35616074974542,-9.38091602849908,61027.0,0.28464445497165924,0.0002949513666161917,0.0003113375536504246,0.0030642169754015475,0.0009995574090882052,0.0012617364016359314,0.7071131290882512,0.002310452371826835,0.0,0.0,0,Fish and Meat,0.0
12033,Sylvia`s Fishy,False,27,0.0,,12016.0,47.0,7.0,462.0,335.0,63.0,97.0,34115.0,127.0,0.0,0.0,17.0,0.0266205213404356,4.0,1,38.9630922006841,-9.417187109700262,47262.0,0.25424225503739684,0.0009944562239312294,0.00977529309481336,0.007088145425892804,0.0013329945129290945,0.0020523883770495583,0.721827108072636,0.0026871476689205556,0.0,0.0,0,Fish and Meat,0.0
12108,Karen`s Fishy,False,79,1.0,1.0,14169.0,210.0,7.0,608.0,276.0,166.0,92.0,35270.0,55.0,0.0,0.0,19.0,0.3170737041808955,10.0,1,39.35641835287461,-9.380643253847976,50846.0,0.2786649335906593,0.004130117584447629,0.011957673768305517,0.005428154539559741,0.0032647596143728875,0.0018093848465199137,0.6936630819212756,0.0010816974625934266,0.0,0.0,0,Fish and Meat,
12274,Thomas`s Fishy,True,23,1.0,1.0,14872.0,107.0,9.0,98.0,453.0,138.0,48.0,30255.0,179.0,0.0,0.0,28.0,0.3975667297635142,0.0,1,39.35576645780949,-9.38140667218996,46150.0,0.3222534512993605,0.0023185260414894816,0.0021235098323922354,0.00981581585789472,0.002990248539491107,0.001040086448518646,0.655579489581909,0.0038786557142674507,0.0,0.0,0,Fish and Meat,0.0
12286,Wendy`s Fishy,False,84,1.0,1.0,10857.0,22.0,17.0,686.0,229.0,87.0,69.0,45543.0,89.0,0.0,0.0,14.0,0.4498653534801108,16.0,1,38.96386548184011,-9.41705450316898,57582.0,0.1885484719967226,0.0003820637730430042,0.011913443104886404,0.003976936546674908,0.0015108885570336984,0.0011982909245439677,0.7909241098044337,0.0015456216273103352,0.0,0.0,0,Fish and Meat,0.0
12463,Ben`s Fishy,True,39,0.0,1.0,12700.0,54.0,7.0,546.0,262.0,103.0,82.0,36951.0,113.0,0.0,0.0,30.0,0.2254017494212352,17.0,1,39.35650641972008,-9.380747409903684,50811.0,0.24994582866980994,0.0010627617911944675,0.010745702555410727,0.0051563627646842684,0.0020271197128338917,0.0016138234607027098,0.7272242767856809,0.002223927451943978,0.0,0.0,0,Fish and Meat,0.0
12487,Derrick`s Fishy,True,51,0.0,1.0,17416.0,170.0,17.0,409.0,274.0,140.0,105.0,40936.0,72.0,0.0,0.0,29.0,0.3151833804891535,21.0,1,38.96286945539692,-9.41696690682641,59522.0,0.2925976458120282,0.0028560863452023882,0.006871407736398686,0.004603339168149732,0.0023520711078137313,0.0017640533308602986,0.6877455919247351,0.0012096365697327762,0.0,0.0,0,Fish and Meat,0.0
12607,Lupe`s Fishy,False,67,0.0,1.0,14072.0,108.0,9.0,645.0,411.0,115.0,59.0,37747.0,75.0,0.0,0.0,0.0,0.0,9.0,1,38.96312661426876,-9.416551213759885,53232.0,0.2643522196512963,0.0020288544430315516,0.012116769590327323,0.007720918297092295,0.002160354268042856,0.0011083556679524218,0.7091034135288147,0.0014089266965496888,0.0,0.0,0,Fish and Meat,0.0
12614,Janice`s Fishy,False,26,0.0,1.0,14549.0,378.0,8.0,800.0,400.0,80.0,124.0,41887.0,38.0,0.0,0.0,22.0,0.4166624360547614,3.0,1,38.962800212656056,-9.418075769528794,58256.0,0.24974247292253623,0.006488600918600501,0.013732488716614817,0.0068662443583074086,0.0013732488716614818,0.0021285357510752966,0.719015943591056,0.0006522932140392039,0.0,0.0,0,Fish and Meat,1.0
12890,Pamela`s Fishy,False,26,0.0,1.0,14494.0,92.0,7.0,635.0,367.0,149.0,123.0,36716.0,160.0,0.0,0.0,31.0,0.475647578989675,3.0,1,38.96364884646409,-9.416685096143643,52736.0,0.27484066390309014,0.0017445385041454597,0.012041108153612683,0.0069591916415367785,0.002825393881713842,0.0023323721305422993,0.6962225621543988,0.003033980007209495,0.0,0.0,0,Fish and Meat,0.0
13115,Jennifer`s Fishy,False,41,0.0,1.0,14170.0,243.0,10.0,756.0,329.0,53.0,38.0,40814.0,64.0,0.0,0.0,22.0,0.3530698904962842,18.0,1,38.96401365505776,-9.417489837945386,56467.0,0.25094298423096956,0.004303397683001101,0.013388348347114536,0.005826410854762807,0.0009386011407368656,0.000672959308452847,0.722793716189329,0.0011334051510784792,0.0,0.0,0,Fish and Meat,0.0
13164,Samuel`s Fishy,True,39,0.0,1.0,13417.0,403.0,8.0,159.0,410.0,136.0,159.0,36387.0,64.0,0.0,0.0,13.0,0.29060323169304,16.0,1,39.355753692615885,-9.38168166559434,51135.0,0.26238383448052516,0.007881097510296762,0.00310941564302031,0.008017990022882561,0.002659625958809825,0.00310941564302031,0.7115868364942141,0.0012515886864987412,0.0,0.0,0,Fish and Meat,0.0
13242,Joseph`s Fishy,True,70,0.0,1.0,16392.0,195.0,7.0,695.0,282.0,126.0,48.0,35359.0,157.0,0.0,0.0,7.0,0.278427740149008,10.0,1,38.963701123403865,-9.417035443315102,53254.0,0.3078078063980534,0.0036616960863604447,0.013050660410361585,0.005295375878736643,0.0023660190096482874,0.0009013405751041094,0.6639687790647126,0.002948134797736358,0.0,0.0,0,Fish and Meat,0.0
13460,Juanita`s Fishy,False,25,0.0,1.0,15134.0,439.0,17.0,59.0,220.0,114.0,115.0,48279.0,70.0,0.0,0.0,16.0,0.1405827796105989,2.0,1,39.35759962280833,-9.380703371628398,64430.0,0.23489054246615823,0.0068135950933423724,0.0009157223473968109,0.0034145579055474304,0.0017693618237836686,0.0017848825415361569,0.7493247323723836,0.0010864502426741825,0.0,0.0,0,Fish and Meat,0.0
13523,Anissa`s Fishy,False,40,0.0,1.0,13422.0,211.0,8.0,764.0,324.0,90.0,60.0,34535.0,77.0,0.0,0.0,24.0,0.2448555051957676,14.0,1,39.35715718065591,-9.381918055445697,49483.0,0.2712446150709102,0.004264089836087174,0.015439642818818013,0.006547701928399262,0.0018188060912220174,0.0012125373941480116,0.6979163151150263,0.0015560896558232814,0.0,0.0,0,Fish and Meat,0.0
13739,Floyd`s Fishy,True,47,0.0,1.0,10698.0,31.0,6.0,72.0,170.0,220.0,134.0,41963.0,184.0,0.0,0.0,31.0,0.2637003956544926,14.0,1,38.963613213967626,-9.416291174907505,53472.0,0.20006728753978015,0.0005797425606406043,0.0013464988505201131,0.003179233397061378,0.004114302043255902,0.002505983971801322,0.7847657120052154,0.0034410526179958446,0.0,0.0,0,Fish and Meat,0.0
13825,Kevin`s Fishy,True,71,0.0,1.0,14980.0,154.0,8.0,188.0,441.0,27.0,100.0,38555.0,122.0,0.0,0.0,31.0,0.501926489549934,15.0,1,38.962941738800815,-9.416093368293014,54567.0,0.27452484568973085,0.002822218039800971,0.0034453051394972897,0.0080818062048846,0.0004948044615235469,0.0018326091167538774,0.7065624449644574,0.0022357831224397305,0.0,0.0,0,Fish and Meat,0.0
14162,Princess`s Fishy,False,69,1.0,1.0,13594.0,11.0,6.0,1283.0,369.0,213.0,91.0,40279.0,117.0,0.0,0.0,30.0,0.5187365829909508,13.0,1,39.35580589980536,-9.381800541660755,55957.0,0.24293649714307464,0.00019657948128393564,0.02292831586248086,0.006594348053979296,0.0038064935921343903,0.001626248436076195,0.7198204478759677,0.002090890846383679,0.0,0.0,0,Fish and Meat,0.0
14322,Sean`s Fishy,True,53,1.0,1.0,12693.0,91.0,7.0,651.0,240.0,91.0,66.0,34910.0,172.0,0.0,0.0,23.0,0.0936383705640462,16.0,1,39.35604030353782,-9.381320082373891,48914.0,0.25949620568830895,0.0018604076827886324,0.013309070346103295,0.00490656971284914,0.0018604076827886324,0.0013493066710335137,0.7137014528148479,0.0035163749608752176,0.0,0.0,0,Fish and Meat,0.0
14384,Berta`s Fishy,False,46,1.0,1.0,9450.0,27.0,17.0,1253.0,128.0,82.0,18.0,36612.0,67.0,0.0,0.0,16.0,0.1185818926218297,16.0,1,39.35715578014276,-9.380946952020713,47637.0,0.19837517090178414,0.0005667862025765261,0.026303078215866194,0.002686986441844272,0.0017213506893064866,0.0003778574683843507,0.7685620906937694,0.001406469465652861,0.0,0.0,0,Fish and Meat,0.0
14534,Iris`s Fishy,False,46,1.0,1.0,11442.0,325.0,6.0,608.0,206.0,114.0,93.0,34079.0,115.0,0.0,0.0,1.0,0.5762296838806675,15.0,1,38.96385081697207,-9.416170916244182,46982.0,0.24354002734238062,0.006917541416384697,0.012941123634344295,0.0043846570208469155,0.002426460681439555,0.0019794810822270055,0.7253627505506894,0.0024477454242592006,0.0,0.0,0,Fish and Meat,0.0
14622,Lori`s Fishy,False,70,1.0,1.0,12542.0,167.0,6.0,245.0,42.0,100.0,121.0,33896.0,182.0,0.0,0.0,18.0,0.2789896882445964,12.0,1,38.9629453716712,-9.417789470014345,47295.0,0.26518653870672615,0.0035310279033665495,0.005180250516914998,0.0008880429457568567,0.002114387966087754,0.0025584094389661826,0.7166929449851052,0.0038481860982797125,0.0,0.0,0,Fish and Meat,0.0
14727,Tyler`s Fishy,True,39,1.0,1.0,14184.0,158.0,9.0,,392.0,95.0,54.0,40034.0,101.0,0.0,0.0,14.0,0.3652099576365487,14.0,1,38.96417879355173,-9.417103307551262,55018.0,0.25780648918417803,0.0028717868930555647,,0.00712493963340368,0.0017267073091156878,0.0009814967862341803,0.7276526359277625,0.0018357625075861523,0.0,0.0,0,Fish and Meat,0.0
14800,Bradley`s Fishy,True,63,0.0,1.0,7740.0,23.0,17.0,237.0,176.0,111.0,43.0,39460.0,75.0,0.0,0.0,11.0,0.6466446330560116,17.0,1,39.35751300714896,-9.381665819966733,47865.0,0.16170476095168473,0.0004805180234998384,0.00495142485084616,0.0036770074841726763,0.0023190217655861766,0.0008983597830649153,0.8244017916218966,0.0015669065983690382,0.0,0.0,0,Fish and Meat,0.0
14810,Willie`s Fishy,True,78,0.0,1.0,12647.0,143.0,17.0,314.0,408.0,122.0,52.0,39773.0,100.0,0.0,0.0,40.0,0.2991253031556121,16.0,1,38.964220736406354,-9.416500415564917,53559.0,0.23613207189602645,0.002669952263867461,0.005862692383597083,0.007617765899705763,0.0022778613719708412,0.0009708917323154405,0.7426014782573463,0.001867099485222001,0.0,0.0,0,Fish and Meat,0.0
15128,Jared`s Fishy,True,29,0.0,1.0,12599.0,100.0,17.0,433.0,225.0,154.0,33.0,36452.0,118.0,0.0,0.0,18.0,0.0893712918697873,6.0,1,39.35709556911227,-9.380863481385443,50114.0,0.2514067423461024,0.00199544997496708,0.008640298391607456,0.00448976244367593,0.003072992961449303,0.0006584984917391364,0.727381424875,0.0023546309704611545,0.0,0.0,0,Fish and Meat,0.0
15171,James`s Fishy,True,71,1.0,1.0,16265.0,257.0,8.0,433.0,147.0,2.0,20.0,39114.0,143.0,0.0,0.0,21.0,0.5645282225610869,13.0,1,38.96396120408255,-9.416488005201426,56381.0,0.28848365788409963,0.004558272368657461,0.007679890800111598,0.0026072608489986254,3.547293672106974e-05,0.00035472936721069737,0.6937442234539608,0.002536314975556486,0.0,0.0,0,Fish and Meat,0.0
15195,Teresa`s Fishy,False,39,0.0,1.0,14527.0,216.0,12.0,1482.0,455.0,128.0,49.0,47688.0,142.0,0.0,0.0,16.0,0.2638953439384627,18.0,1,39.35674857942067,-9.380350760045728,64687.0,0.22457368179484566,0.0033391557284839723,0.0229103184704317,0.007033869705834294,0.001978758950212724,0.0007574936606283085,0.7372113813886281,0.002195185710392241,0.0,0.0,0,Fish and Meat,0.0
15582,Jose`s Fishy,True,81,1.0,1.0,14904.0,25.0,17.0,101.0,326.0,125.0,56.0,47366.0,170.0,0.0,0.0,30.0,0.3199998762918614,15.0,1,39.35593522040652,-9.38190103233716,63073.0,0.23629758592462924,0.00039636605261109305,0.001601318852548816,0.005168613326048653,0.0019818302630554654,0.0008878599578488485,0.7509709779190814,0.002695289157755433,0.0,0.0,0,Fish and Meat,0.0
15712,Danielle`s Fishy,False,77,1.0,1.0,15627.0,25.0,6.0,506.0,555.0,92.0,95.0,39620.0,37.0,0.0,0.0,19.0,0.4637851501997921,11.0,1,38.96368589008911,-9.41781940944936,56557.0,0.276305271442037,0.0004420318542299177,0.008946724729613534,0.009813107163904173,0.0016266772235660973,0.0016797210460736873,0.7005320825835736,0.0006542071442602783,0.0,0.0,0,Fish and Meat,0.0
15721,Rodolfo`s Fishy,True,24,1.0,1.0,15430.0,487.0,11.0,300.0,435.0,126.0,159.0,40482.0,33.0,0.0,0.0,23.0,0.5424847073654979,1.0,1,38.96259329914768,-9.416120883181268,57452.0,0.268571978595701,0.00847663989475738,0.005221749421821795,0.007571536661641603,0.0021931347571651537,0.0027675271935655513,0.704622866980633,0.0005743924364003974,0.0,0.0,0,Fish and Meat,0.0
15918,Cecil`s Fishy,True,54,1.0,1.0,12066.0,438.0,10.0,532.0,170.0,120.0,35.0,44033.0,94.0,0.0,0.0,24.0,0.9432149041587128,16.0,1,38.963628531383264,-9.417178589059874,57488.0,0.2098872443140752,0.007618980027313521,0.009254103594819162,0.002957138366765522,0.0020873917883050745,0.0006088226049223134,0.7659510217869778,0.0016351235675056415,0.0,0.0,0,Fish and Meat,0.0
16094,Linda`s Fishy,False,27,0.0,1.0,16994.0,134.0,10.0,223.0,250.0,111.0,180.0,36454.0,87.0,0.0,0.0,13.0,0.3057617953061305,6.0,1,38.9634434991546,-9.416457436994856,54433.0,0.3122002623040688,0.0024617415057517486,0.004096778774497313,0.004592801316701024,0.0020392037846152546,0.003306816948024737,0.6697039167960764,0.0015982948582119562,0.0,0.0,0,Fish and Meat,0.0
16239,Robert`s Fishy,True,74,1.0,1.0,13868.0,243.0,11.0,74.0,328.0,126.0,104.0,39278.0,20.0,0.0,0.0,31.0,0.3357869225727319,13.0,1,38.96234743196968,-9.41794674740576,54041.0,0.2566199262375,0.004496585093431821,0.0013693304399751225,0.006069464652862705,0.0023315626410387222,0.0019244644021271992,0.726818392180309,0.00037008930810138445,0.0,0.0,0,Fish and Meat,0.0
16297,Ruth`s Fishy,False,40,1.0,1.0,10237.0,5.0,7.0,1134.0,254.0,157.0,77.0,35380.0,102.0,0.0,0.0,21.0,0.4704932095179395,14.0,1,39.3558287118365,-9.381424073787636,47346.0,0.21621674138961233,0.00010560551987379717,0.0239513319073772,0.005364760409588896,0.003316013324037231,0.0016263250060564766,0.7472646586269888,0.0021543526054254624,0.0,0.0,0,Fish and Meat,0.0
